2024-03-27 21:33:33,848: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-27 21:33:38,729: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-03-27 21:33:38,731: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-27 21:33:38,734: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-03-27 21:33:38,734: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-27 21:33:38,739: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:33:38[0m
2024-03-27 21:33:38,739: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:33:38,798: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:33:49,896: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-27 21:33:49[0m
2024-03-27 21:33:49,902: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-27 21:33:49,903: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-03-27 21:33:49,906: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:33:49[0m
2024-03-27 21:33:49,907: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:33:49,912: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:33:54,716: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-27 21:33:54[0m
2024-03-27 21:33:54,720: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-27 21:33:54,721: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-03-27 21:33:54,723: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-27 21:33:54,728: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-03-27 21:33:54,732: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-03-27 21:33:54,732: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-27 21:33:54,735: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-03-27 21:33:54,737: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-27 21:33:54,739: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-03-27 21:33:54,739: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-27 21:33:54,744: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:33:54[0m
2024-03-27 21:33:54,744: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:33:54,747: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:04,533: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-27 21:34:04[0m
2024-03-27 21:34:04,571: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-27 21:34:04,572: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-03-27 21:34:04,574: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:34:04[0m
2024-03-27 21:34:04,575: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:04,577: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:11,767: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-27 21:34:11[0m
2024-03-27 21:34:11,771: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-27 21:34:11,771: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-03-27 21:34:11,773: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:34:11[0m
2024-03-27 21:34:11,773: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:11,776: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:15,715: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-27 21:34:15[0m
2024-03-27 21:34:15,718: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-27 21:34:15,719: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-03-27 21:34:15,721: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-27 21:34:15[0m
2024-03-27 21:34:15,721: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-27 21:34:15,724: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
